conversation_id,creator_id,conversation_date,ai_version,issue_type,issue_complexity,region,creator_segment,entry_channel,eligible_for_ai,ai_used,experiment_group,ai_response_time_sec,ai_contained,ai_response_quality,ai_error_flag,resolution_status,resolution_type,human_escalated,human_handling_time_min,csat_score,repeat_contact_7d,conversation_duration_min
CNV-2026-0001563,CRT-00477,2026-03-18,V1,Revenue & Payments,Low,India,Emerging,Creator_Studio,True,True,Pre_Experiment,5.96,False,High,False,Resolved,Human_Resolved,True,11.21,,False,12.58
CNV-2026-0001564,CRT-00366,2026-03-18,V1,Memberships,High,Other,Emerging,Creator_Studio,True,True,Pre_Experiment,4.81,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.77
CNV-2026-0001565,CRT-01004,2026-03-18,V1,Creator Tools,Medium,Other,Emerging,Creator_Studio,True,True,Pre_Experiment,5.39,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.85
CNV-2026-0001566,CRT-00483,2026-03-18,V1,Monetization,Low,Other,Growth,Creator_Studio,True,True,Pre_Experiment,6.1,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.28
CNV-2026-0001567,CRT-01427,2026-03-19,V1,Policy,Medium,UK,Emerging,Mobile_App,True,True,Pre_Experiment,3.32,False,Medium,True,Resolved,Human_Resolved,True,11.7,3,True,12.37
CNV-2026-0001568,CRT-00983,2026-03-19,V1,Memberships,Low,US,Growth,Creator_Studio,True,True,Pre_Experiment,10.16,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,1.5
CNV-2026-0001569,CRT-00249,2026-03-19,V1,Revenue & Payments,High,India,Emerging,Creator_Studio,True,True,Pre_Experiment,4.52,False,Low,False,Resolved,Human_Resolved,True,45.33,,False,47.57
CNV-2026-0001570,CRT-01093,2026-03-19,V1,Copyright,High,UK,Emerging,Creator_Studio,True,True,Pre_Experiment,3.81,True,Low,False,Unresolved,Unresolved_Contained,False,0.0,1,True,0.72
CNV-2026-0001571,CRT-01476,2026-03-19,V1,Memberships,Low,Other,Growth,Creator_Studio,True,True,Pre_Experiment,2.64,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.04
CNV-2026-0001572,CRT-01044,2026-03-19,V1,Monetization,Medium,US,Growth,Email_Form,True,True,Pre_Experiment,3.51,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.64
CNV-2026-0001573,CRT-01000,2026-03-19,None,Memberships,High,India,Emerging,Help_Center,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,6.13,,False,7.57
CNV-2026-0001574,CRT-00504,2026-03-19,V1,Memberships,Medium,UK,Growth,Mobile_App,True,True,Pre_Experiment,4.62,True,Medium,False,Resolved,AI_Resolved,False,0.0,5,False,2.88
CNV-2026-0001575,CRT-00490,2026-03-19,V1,Analytics,Medium,US,Growth,Mobile_App,True,True,Pre_Experiment,4.03,True,Medium,False,Unresolved,Unresolved_Contained,False,0.0,,False,1.89
CNV-2026-0001576,CRT-00108,2026-03-19,V1,Monetization,Medium,US,Emerging,Help_Center,True,True,Pre_Experiment,8.78,True,Medium,False,Resolved,AI_Resolved,False,0.0,,False,2.87
CNV-2026-0001577,CRT-00742,2026-03-19,V1,Monetization,Low,US,Emerging,Help_Center,True,True,Pre_Experiment,3.24,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.55
CNV-2026-0001578,CRT-00200,2026-03-19,V1,Analytics,Medium,Canada,Emerging,Creator_Studio,True,True,Pre_Experiment,5.24,True,Medium,False,Resolved,AI_Resolved,False,0.0,5,False,2.04
CNV-2026-0001579,CRT-01116,2026-03-19,V1,Creator Tools,Low,India,Emerging,Help_Center,True,True,Pre_Experiment,2.32,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.95
CNV-2026-0001580,CRT-00301,2026-03-19,V1,Revenue & Payments,High,Southeast Asia,Established,Help_Center,True,True,Pre_Experiment,10.3,False,Low,False,Unresolved,Unresolved_Escalated,True,19.22,1,False,20.29
CNV-2026-0001581,CRT-00876,2026-03-19,V1,Policy,High,US,Established,Help_Center,True,True,Pre_Experiment,2.25,True,Medium,False,Resolved,AI_Resolved,False,0.0,5,False,0.57
CNV-2026-0001582,CRT-00493,2026-03-19,V1,Monetization,Low,India,Growth,Creator_Studio,True,True,Pre_Experiment,9.81,False,High,False,Resolved,Human_Resolved,True,9.1,5,False,10.44
CNV-2026-0001583,CRT-01456,2026-03-19,None,Policy,Medium,India,Emerging,Help_Center,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,19.22,5,False,19.85
CNV-2026-0001584,CRT-00043,2026-03-19,V1,Shorts,Medium,India,Growth,Creator_Studio,True,True,Pre_Experiment,3.63,True,Medium,False,Resolved,AI_Resolved,False,0.0,,False,2.42
CNV-2026-0001585,CRT-00732,2026-03-19,V1,Channel Access,High,UK,Emerging,Help_Center,True,True,Pre_Experiment,1.41,False,Medium,False,Resolved,Human_Resolved,True,19.71,,False,22.35
CNV-2026-0001586,CRT-00330,2026-03-19,None,Creator Tools,Low,India,Emerging,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,3.72,,False,5.07
CNV-2026-0001587,CRT-00692,2026-03-19,V1,Other,Medium,Southeast Asia,Established,Creator_Studio,True,True,Pre_Experiment,7.09,True,Medium,False,Resolved,AI_Resolved,False,0.0,,False,1.06
CNV-2026-0001588,CRT-00915,2026-03-19,V1,Channel Access,Low,India,Large,Creator_Studio,True,True,Pre_Experiment,4.0,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,0.94
CNV-2026-0001589,CRT-00126,2026-03-19,V1,Monetization,High,Canada,Growth,Help_Center,True,True,Pre_Experiment,3.15,True,High,False,Abandoned,Abandoned,False,0.0,,True,1.83
CNV-2026-0001590,CRT-00339,2026-03-19,None,Channel Access,High,Canada,Emerging,Help_Center,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,30.28,,False,31.89
CNV-2026-0001591,CRT-00489,2026-03-20,None,Monetization,Low,Other,Growth,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,6.44,5,False,9.3
CNV-2026-0001592,CRT-00319,2026-03-20,V1,Copyright,High,India,Emerging,Creator_Studio,True,True,Pre_Experiment,5.15,True,Medium,False,Resolved,AI_Resolved,False,0.0,,False,2.85
CNV-2026-0001593,CRT-00288,2026-03-20,V1,Policy,High,UK,Emerging,Creator_Studio,True,True,Pre_Experiment,5.2,True,High,False,Resolved,AI_Resolved,False,0.0,,True,2.96
CNV-2026-0001594,CRT-00095,2026-03-20,V1,Copyright,High,Other,Emerging,Creator_Studio,True,True,Pre_Experiment,4.65,False,Medium,False,Resolved,Human_Resolved,True,9.58,,False,11.79
CNV-2026-0001595,CRT-01115,2026-03-20,V1,Monetization,Low,US,Large,Creator_Studio,True,True,Pre_Experiment,6.43,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,2.73
CNV-2026-0001596,CRT-00576,2026-03-20,None,Policy,High,Southeast Asia,Growth,Help_Center,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,16.22,,False,18.74
CNV-2026-0001597,CRT-00383,2026-03-20,V1,Copyright,High,India,Established,Help_Center,True,True,Pre_Experiment,4.32,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,1.32
CNV-2026-0001598,CRT-00563,2026-03-20,None,Creator Tools,Low,Southeast Asia,Established,Creator_Studio,False,False,Non_Experiment,,False,,False,Unresolved,Unresolved_Escalated,True,9.16,,False,11.2
CNV-2026-0001599,CRT-00197,2026-03-20,V1,Copyright,Medium,US,Growth,Mobile_App,True,True,Pre_Experiment,5.17,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.85
CNV-2026-0001600,CRT-00967,2026-03-20,V1,Channel Access,High,Other,Large,Creator_Studio,True,True,Pre_Experiment,3.05,True,High,False,Resolved,AI_Resolved,False,0.0,,True,1.97
CNV-2026-0001601,CRT-01192,2026-03-20,V1,Shorts,Medium,India,Emerging,Help_Center,True,True,Pre_Experiment,5.44,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.69
CNV-2026-0001602,CRT-00093,2026-03-20,None,Monetization,Medium,Other,Emerging,Creator_Studio,True,False,Non_Experiment,,False,,False,Unresolved,Unresolved_Escalated,True,15.89,,False,17.01
CNV-2026-0001603,CRT-01376,2026-03-20,None,Memberships,High,US,Emerging,Help_Center,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,20.83,5,False,23.32
CNV-2026-0001604,CRT-01163,2026-03-20,V1,Monetization,Low,India,Established,Creator_Studio,True,True,Pre_Experiment,3.06,True,Low,False,Resolved,AI_Resolved,False,0.0,,False,0.94
CNV-2026-0001605,CRT-00989,2026-03-20,None,Revenue & Payments,High,US,Emerging,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,15.3,,True,16.48
CNV-2026-0001606,CRT-00368,2026-03-20,V1,Revenue & Payments,Medium,US,Growth,Creator_Studio,True,True,Pre_Experiment,2.33,False,High,False,Unresolved,Unresolved_Escalated,True,17.27,,True,19.85
CNV-2026-0001607,CRT-00447,2026-03-20,V1,Copyright,Low,US,Large,Help_Center,True,True,Pre_Experiment,3.52,True,Low,False,Unresolved,Unresolved_Contained,False,0.0,,False,2.8
CNV-2026-0001608,CRT-00731,2026-03-20,V1,Monetization,High,India,Emerging,Mobile_App,True,True,Pre_Experiment,3.41,False,Medium,False,Resolved,Human_Resolved,True,37.99,,False,40.89
CNV-2026-0001609,CRT-01487,2026-03-20,None,Memberships,Medium,US,Large,Help_Center,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,16.24,,False,19.13
CNV-2026-0001610,CRT-01421,2026-03-20,V1,Memberships,Low,Other,Growth,Help_Center,True,True,Pre_Experiment,5.86,True,Medium,False,Resolved,AI_Resolved,False,0.0,,False,0.96
CNV-2026-0001611,CRT-01445,2026-03-20,V1,Other,High,US,Emerging,Creator_Studio,True,True,Pre_Experiment,2.01,True,High,False,Resolved,AI_Resolved,False,0.0,,True,1.88
CNV-2026-0001612,CRT-00980,2026-03-20,V1,Shorts,High,Other,Emerging,Help_Center,True,True,Pre_Experiment,6.31,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.05
CNV-2026-0001613,CRT-01404,2026-03-20,V1,Revenue & Payments,High,Other,Emerging,Mobile_App,True,True,Pre_Experiment,2.91,True,High,False,Unresolved,Unresolved_Contained,False,0.0,,True,1.76
CNV-2026-0001614,CRT-00505,2026-03-20,V1,Monetization,Low,US,Growth,Creator_Studio,True,True,Pre_Experiment,1.27,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.37
CNV-2026-0001615,CRT-00011,2026-03-20,V1,Monetization,Low,US,Emerging,Creator_Studio,True,True,Pre_Experiment,2.24,True,Medium,False,Resolved,AI_Resolved,False,0.0,,False,2.98
CNV-2026-0001616,CRT-01078,2026-03-20,V1,Creator Tools,Medium,Other,Growth,Creator_Studio,True,True,Pre_Experiment,3.36,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.98
CNV-2026-0001617,CRT-00736,2026-03-20,V1,Analytics,Medium,Other,Growth,Creator_Studio,True,True,Pre_Experiment,4.71,False,High,False,Resolved,Human_Resolved,True,9.02,,False,11.04
CNV-2026-0001618,CRT-00341,2026-03-20,V1,Copyright,Medium,US,Emerging,Creator_Studio,True,True,Pre_Experiment,3.63,False,High,False,Unresolved,Unresolved_Escalated,True,10.82,,False,12.36
CNV-2026-0001619,CRT-01119,2026-03-21,V1,Copyright,Medium,Other,Emerging,Help_Center,True,True,Pre_Experiment,2.24,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,1.44
CNV-2026-0001620,CRT-01005,2026-03-21,V1,Revenue & Payments,Low,US,Growth,Help_Center,True,True,Pre_Experiment,2.72,True,Medium,False,Resolved,AI_Resolved,False,0.0,5,False,1.91
CNV-2026-0001621,CRT-00010,2026-03-21,None,Shorts,Low,Canada,Growth,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,14.96,5,False,15.75
CNV-2026-0001622,CRT-00062,2026-03-21,None,Creator Tools,Low,Southeast Asia,Growth,Mobile_App,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,6.97,,False,8.41
CNV-2026-0001623,CRT-00706,2026-03-21,V1,Channel Access,Low,Southeast Asia,Growth,Mobile_App,True,True,Pre_Experiment,2.26,True,High,False,Resolved,AI_Resolved,False,0.0,,False,0.87
CNV-2026-0001624,CRT-01008,2026-03-21,V1,Creator Tools,Low,Other,Emerging,Help_Center,True,True,Pre_Experiment,4.33,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,0.73
CNV-2026-0001625,CRT-01041,2026-03-21,V1,Revenue & Payments,Medium,Southeast Asia,Emerging,Email_Form,True,True,Pre_Experiment,3.7,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.96
CNV-2026-0001626,CRT-00195,2026-03-21,V1,Creator Tools,Low,UK,Emerging,Mobile_App,True,True,Pre_Experiment,5.08,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.38
CNV-2026-0001627,CRT-00177,2026-03-21,V1,Memberships,High,Canada,Emerging,Creator_Studio,True,True,Pre_Experiment,1.74,False,Medium,False,Resolved,Human_Resolved,True,53.84,5,False,55.55
CNV-2026-0001628,CRT-01318,2026-03-21,None,Memberships,Low,Southeast Asia,Emerging,Email_Form,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,5.26,5,False,7.5
CNV-2026-0001629,CRT-00458,2026-03-21,V1,Revenue & Payments,Low,US,Growth,Creator_Studio,True,True,Pre_Experiment,3.03,True,High,False,Unresolved,Unresolved_Contained,False,0.0,2,True,1.83
CNV-2026-0001630,CRT-01405,2026-03-21,V1,Copyright,Medium,India,Emerging,Creator_Studio,True,True,Pre_Experiment,9.61,True,Low,False,Abandoned,Abandoned,False,0.0,,True,2.91
CNV-2026-0001631,CRT-00282,2026-03-21,None,Monetization,Medium,Canada,Emerging,Creator_Studio,False,False,Non_Experiment,,False,,False,Unresolved,Unresolved_Escalated,True,12.95,,False,15.72
CNV-2026-0001632,CRT-00559,2026-03-21,V1,Monetization,Low,US,Growth,Help_Center,True,True,Pre_Experiment,5.15,True,Medium,False,Resolved,AI_Resolved,False,0.0,5,False,1.28
CNV-2026-0001633,CRT-00028,2026-03-21,None,Monetization,High,India,Emerging,Email_Form,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,15.04,,False,16.61
CNV-2026-0001634,CRT-00273,2026-03-21,V1,Monetization,Low,UK,Emerging,Creator_Studio,True,True,Pre_Experiment,3.38,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.06
CNV-2026-0001635,CRT-00565,2026-03-21,V1,Channel Access,Medium,India,Growth,Help_Center,True,True,Pre_Experiment,2.47,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,2.87
CNV-2026-0001636,CRT-01299,2026-03-22,None,Memberships,Medium,UK,Growth,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,8.52,,False,9.17
CNV-2026-0001637,CRT-00823,2026-03-22,V1,Channel Access,High,India,Emerging,Mobile_App,True,True,Pre_Experiment,6.35,False,Low,False,Resolved,Human_Resolved,True,15.15,4,True,17.77
CNV-2026-0001638,CRT-00564,2026-03-22,None,Channel Access,Medium,US,Growth,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,8.9,,True,11.48
CNV-2026-0001639,CRT-00010,2026-03-22,V1,Other,Low,Canada,Growth,Help_Center,True,True,Pre_Experiment,7.69,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.82
CNV-2026-0001640,CRT-00299,2026-03-22,V1,Other,Low,Southeast Asia,Established,Help_Center,True,True,Pre_Experiment,2.3,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,2.16
CNV-2026-0001641,CRT-01381,2026-03-22,V1,Copyright,Medium,US,Emerging,Creator_Studio,True,True,Pre_Experiment,2.4,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,1.83
CNV-2026-0001642,CRT-00384,2026-03-22,None,Monetization,Medium,Canada,Growth,Mobile_App,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,17.23,,False,19.24
CNV-2026-0001643,CRT-00735,2026-03-22,None,Monetization,Medium,Canada,Emerging,Email_Form,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,28.02,5,False,29.0
CNV-2026-0001644,CRT-01008,2026-03-22,V1,Shorts,Low,Other,Emerging,Creator_Studio,True,True,Pre_Experiment,4.37,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.01
CNV-2026-0001645,CRT-00631,2026-03-22,V1,Monetization,Medium,US,Established,Help_Center,True,True,Pre_Experiment,4.56,False,Medium,False,Resolved,Human_Resolved,True,14.13,,True,16.69
CNV-2026-0001646,CRT-00941,2026-03-22,V1,Revenue & Payments,Medium,Other,Emerging,Mobile_App,True,True,Pre_Experiment,4.79,True,Low,False,Resolved,AI_Resolved,False,0.0,,False,1.94
CNV-2026-0001647,CRT-00072,2026-03-22,V1,Creator Tools,Low,Southeast Asia,Emerging,Creator_Studio,True,True,Pre_Experiment,8.84,False,High,False,Resolved,Human_Resolved,True,2.66,,False,5.64
CNV-2026-0001648,CRT-01303,2026-03-22,V1,Policy,Medium,US,Growth,Creator_Studio,True,True,Pre_Experiment,2.49,False,High,False,Resolved,Human_Resolved,True,12.71,,False,13.92
CNV-2026-0001649,CRT-00849,2026-03-22,V1,Policy,High,US,Emerging,Help_Center,True,True,Pre_Experiment,3.93,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,1.27
CNV-2026-0001650,CRT-00260,2026-03-22,V1,Memberships,Low,Other,Growth,Help_Center,True,True,Pre_Experiment,5.34,False,Low,False,Resolved,Human_Resolved,True,5.79,5,False,7.65
CNV-2026-0001651,CRT-00762,2026-03-23,V1,Policy,Medium,Other,Emerging,Help_Center,True,True,Pre_Experiment,5.31,True,High,False,Unresolved,Unresolved_Contained,False,0.0,,False,0.79
CNV-2026-0001652,CRT-01133,2026-03-23,None,Analytics,Low,Other,Emerging,Help_Center,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,9.43,5,False,11.79
CNV-2026-0001653,CRT-01016,2026-03-23,None,Monetization,Medium,Other,Emerging,Help_Center,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,8.16,,False,9.08
CNV-2026-0001654,CRT-00759,2026-03-23,V1,Analytics,Medium,US,Emerging,Creator_Studio,True,True,Pre_Experiment,2.88,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.95
CNV-2026-0001655,CRT-00846,2026-03-23,V1,Policy,Medium,US,Established,Creator_Studio,True,True,Pre_Experiment,2.93,True,High,False,Resolved,AI_Resolved,False,0.0,,False,0.8
CNV-2026-0001656,CRT-01393,2026-03-23,V1,Copyright,Medium,Southeast Asia,Emerging,Creator_Studio,True,True,Pre_Experiment,3.14,False,Low,False,Resolved,Human_Resolved,True,12.81,,False,14.39
CNV-2026-0001657,CRT-01448,2026-03-23,V1,Other,Medium,Canada,Growth,Creator_Studio,True,True,Pre_Experiment,8.3,False,High,False,Resolved,Human_Resolved,True,22.44,5,False,24.48
CNV-2026-0001658,CRT-00204,2026-03-23,V1,Shorts,Low,UK,Emerging,Help_Center,True,True,Pre_Experiment,2.48,True,Low,False,Resolved,AI_Resolved,False,0.0,,False,1.87
CNV-2026-0001659,CRT-00566,2026-03-23,V1,Analytics,Medium,Other,Growth,Mobile_App,True,True,Pre_Experiment,3.33,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.99
CNV-2026-0001660,CRT-01124,2026-03-23,V1,Shorts,High,Other,Emerging,Creator_Studio,True,True,Pre_Experiment,5.47,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,2.27
CNV-2026-0001661,CRT-00281,2026-03-23,V1,Revenue & Payments,Medium,US,Emerging,Help_Center,True,True,Pre_Experiment,2.36,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.87
CNV-2026-0001662,CRT-00013,2026-03-23,V1,Copyright,Medium,UK,Growth,Creator_Studio,True,True,Pre_Experiment,4.33,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.21
CNV-2026-0001663,CRT-00138,2026-03-23,None,Copyright,High,Other,Growth,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,51.43,,False,53.78
CNV-2026-0001664,CRT-00058,2026-03-23,V1,Analytics,Low,India,Growth,Mobile_App,True,True,Pre_Experiment,1.64,True,Low,False,Resolved,AI_Resolved,False,0.0,,False,2.91
CNV-2026-0001665,CRT-00424,2026-03-23,V1,Analytics,Low,India,Emerging,Creator_Studio,True,True,Pre_Experiment,4.21,False,High,False,Resolved,Human_Resolved,True,7.35,,False,8.29
CNV-2026-0001666,CRT-00358,2026-03-23,V1,Other,High,US,Established,Help_Center,True,True,Pre_Experiment,3.95,True,Low,True,Unresolved,Unresolved_Contained,False,0.0,1,True,2.35
CNV-2026-0001667,CRT-00898,2026-03-23,None,Analytics,Low,US,Emerging,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,8.35,,False,8.88
CNV-2026-0001668,CRT-00617,2026-03-23,None,Policy,Low,US,Growth,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,8.51,,False,9.03
CNV-2026-0001669,CRT-00275,2026-03-23,None,Monetization,Medium,UK,Growth,Help_Center,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,10.73,,True,13.01
CNV-2026-0001670,CRT-00259,2026-03-23,V1,Monetization,Medium,Other,Emerging,Help_Center,True,True,Pre_Experiment,4.15,False,Low,True,Resolved,Human_Resolved,True,18.45,,False,20.4
CNV-2026-0001671,CRT-00666,2026-03-23,V1,Creator Tools,Low,US,Growth,Help_Center,True,True,Pre_Experiment,2.61,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.54
CNV-2026-0001672,CRT-00514,2026-03-23,V1,Memberships,Low,India,Emerging,Mobile_App,True,True,Pre_Experiment,4.27,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,1.52
CNV-2026-0001673,CRT-01067,2026-03-23,V1,Monetization,Medium,US,Emerging,Mobile_App,True,True,Pre_Experiment,3.79,False,Medium,False,Resolved,Human_Resolved,True,10.19,,False,11.13
CNV-2026-0001674,CRT-00433,2026-03-23,None,Shorts,Low,Canada,Growth,Help_Center,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,6.9,,False,9.01
CNV-2026-0001675,CRT-00643,2026-03-24,None,Channel Access,High,Canada,Emerging,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,11.71,5,False,13.51
CNV-2026-0001676,CRT-00440,2026-03-24,V1,Copyright,Medium,US,Growth,Creator_Studio,True,True,Pre_Experiment,6.92,True,Medium,False,Resolved,AI_Resolved,False,0.0,,False,1.36
CNV-2026-0001677,CRT-01217,2026-03-24,V1,Analytics,Low,Southeast Asia,Emerging,Help_Center,True,True,Pre_Experiment,5.14,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.75
CNV-2026-0001678,CRT-00279,2026-03-24,None,Policy,Medium,India,Established,Help_Center,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,8.05,,False,9.92
CNV-2026-0001679,CRT-01257,2026-03-24,None,Channel Access,Medium,Other,Growth,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,11.64,,False,12.66
CNV-2026-0001680,CRT-00175,2026-03-24,V1,Revenue & Payments,Medium,Canada,Emerging,Creator_Studio,True,True,Pre_Experiment,2.01,True,Medium,False,Resolved,AI_Resolved,False,0.0,,True,2.37
CNV-2026-0001681,CRT-00744,2026-03-24,V1,Revenue & Payments,Low,US,Emerging,Creator_Studio,True,True,Pre_Experiment,2.65,False,High,False,Resolved,Human_Resolved,True,6.17,,False,8.23
CNV-2026-0001682,CRT-01408,2026-03-24,V1,Monetization,Medium,US,Emerging,Creator_Studio,True,True,Pre_Experiment,2.92,False,Low,False,Resolved,Human_Resolved,True,10.58,,False,11.29
CNV-2026-0001683,CRT-00274,2026-03-24,V1,Creator Tools,Low,Other,Growth,Creator_Studio,True,True,Pre_Experiment,4.18,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,1.82
CNV-2026-0001684,CRT-01392,2026-03-24,V1,Memberships,Low,Other,Established,Mobile_App,True,True,Pre_Experiment,3.57,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.23
CNV-2026-0001685,CRT-00751,2026-03-24,None,Other,Low,Southeast Asia,Emerging,Help_Center,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,6.29,,False,9.01
CNV-2026-0001686,CRT-00909,2026-03-24,V1,Shorts,Low,India,Emerging,Email_Form,True,True,Pre_Experiment,3.57,True,High,False,Abandoned,Abandoned,False,0.0,1,True,1.69
CNV-2026-0001687,CRT-01373,2026-03-24,None,Monetization,Low,US,Emerging,Help_Center,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,3.03,,False,3.89
CNV-2026-0001688,CRT-01175,2026-03-24,None,Other,Medium,Southeast Asia,Growth,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,5.83,,False,7.99
CNV-2026-0001689,CRT-00283,2026-03-24,None,Monetization,Medium,US,Emerging,Help_Center,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,19.11,,False,20.27
CNV-2026-0001690,CRT-00605,2026-03-24,None,Monetization,Low,Southeast Asia,Large,Mobile_App,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,9.81,,True,12.71
CNV-2026-0001691,CRT-01200,2026-03-25,None,Memberships,Low,Other,Growth,Help_Center,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,4.71,5,False,5.3
CNV-2026-0001692,CRT-00944,2026-03-25,V1,Shorts,Low,Southeast Asia,Emerging,Creator_Studio,True,True,Pre_Experiment,13.71,True,Medium,False,Resolved,AI_Resolved,False,0.0,,False,1.06
CNV-2026-0001693,CRT-01072,2026-03-25,None,Shorts,Low,Southeast Asia,Growth,Help_Center,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,6.84,,False,9.82
CNV-2026-0001694,CRT-00136,2026-03-25,None,Analytics,Low,India,Emerging,Creator_Studio,True,False,Non_Experiment,,False,,False,Unresolved,Unresolved_Escalated,True,5.19,2,False,8.06
CNV-2026-0001695,CRT-01308,2026-03-25,V1,Copyright,Medium,Canada,Growth,Creator_Studio,True,True,Pre_Experiment,3.06,False,Low,False,Resolved,Human_Resolved,True,11.57,,False,12.27
CNV-2026-0001696,CRT-00697,2026-03-25,None,Monetization,High,US,Growth,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,25.14,,False,26.59
CNV-2026-0001697,CRT-00918,2026-03-25,V1,Monetization,Medium,Southeast Asia,Emerging,Creator_Studio,True,True,Pre_Experiment,7.21,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,2.97
CNV-2026-0001698,CRT-00966,2026-03-25,V1,Policy,Low,Canada,Growth,Mobile_App,True,True,Pre_Experiment,3.61,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.24
CNV-2026-0001699,CRT-00777,2026-03-25,V1,Creator Tools,Low,Southeast Asia,Growth,Creator_Studio,True,True,Pre_Experiment,1.45,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.67
CNV-2026-0001700,CRT-01447,2026-03-25,V1,Monetization,Low,India,Established,Creator_Studio,True,True,Pre_Experiment,4.2,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.87
