creator_id,creator_segment,region,channel_size,creator_tenure_months
CRT-00726,Emerging,US,648,96
CRT-00727,Emerging,UK,1344,86
CRT-00728,Emerging,US,1355,60
CRT-00729,Growth,US,32899,76
CRT-00730,Growth,UK,21704,35
CRT-00731,Emerging,India,1722,107
CRT-00732,Emerging,UK,1170,22
CRT-00733,Emerging,US,377,107
CRT-00734,Emerging,Other,1349,106
CRT-00735,Emerging,Canada,555,18
CRT-00736,Growth,Other,11302,86
CRT-00737,Emerging,US,1494,119
CRT-00738,Emerging,India,1978,69
CRT-00739,Emerging,India,2041,41
CRT-00740,Emerging,Southeast Asia,2108,106
CRT-00741,Emerging,US,285,62
CRT-00742,Emerging,US,450,15
CRT-00743,Established,India,649600,30
CRT-00744,Emerging,US,579,82
CRT-00745,Growth,India,36512,55
CRT-00746,Growth,US,19082,27
CRT-00747,Emerging,US,1427,96
CRT-00748,Emerging,UK,807,15
CRT-00749,Established,India,278430,27
CRT-00750,Established,India,215790,56
CRT-00751,Emerging,Southeast Asia,935,5
CRT-00752,Emerging,Canada,578,47
CRT-00753,Emerging,India,1659,110
CRT-00754,Growth,Southeast Asia,14671,113
CRT-00755,Growth,Other,33314,105
CRT-00756,Emerging,Southeast Asia,9999,39
CRT-00757,Emerging,Other,3944,8
CRT-00758,Established,Canada,305898,98
CRT-00759,Emerging,US,1250,45
CRT-00760,Growth,India,10204,90
CRT-00761,Growth,UK,13889,15
CRT-00762,Emerging,Other,3737,81
CRT-00763,Emerging,India,712,71
CRT-00764,Emerging,US,765,111
CRT-00765,Established,Southeast Asia,179981,13
CRT-00766,Emerging,US,572,49
CRT-00767,Emerging,Canada,501,119
CRT-00768,Emerging,Southeast Asia,1286,47
CRT-00769,Emerging,Canada,656,79
CRT-00770,Growth,Other,18573,20
CRT-00771,Emerging,UK,716,88
CRT-00772,Growth,Southeast Asia,34932,34
CRT-00773,Growth,Canada,23955,69
CRT-00774,Established,Other,178591,106
CRT-00775,Emerging,Other,2159,80
CRT-00776,Established,US,182549,57
CRT-00777,Growth,Southeast Asia,23408,23
CRT-00778,Emerging,US,1951,41
CRT-00779,Established,Other,296831,102
CRT-00780,Established,UK,181998,26
CRT-00781,Emerging,India,1428,79
CRT-00782,Established,US,124358,59
CRT-00783,Growth,India,17494,39
CRT-00784,Growth,UK,39520,86
CRT-00785,Large,US,2707292,44
CRT-00786,Emerging,US,1928,35
CRT-00787,Established,Other,235275,64
CRT-00788,Emerging,Canada,1389,91
CRT-00789,Established,US,301898,104
CRT-00790,Growth,US,42939,76
CRT-00791,Emerging,Other,2776,80
CRT-00792,Emerging,UK,1235,95
CRT-00793,Emerging,Southeast Asia,4062,33
CRT-00794,Emerging,India,1608,31
CRT-00795,Emerging,US,2221,59
CRT-00796,Emerging,US,1678,76
CRT-00797,Emerging,Canada,1632,78
CRT-00798,Emerging,US,743,19
CRT-00799,Growth,US,38203,94
CRT-00800,Growth,Canada,99999,44
CRT-00801,Growth,Other,22305,106
CRT-00802,Emerging,Canada,1417,87
CRT-00803,Established,India,152097,118
CRT-00804,Growth,India,21078,76
CRT-00805,Emerging,India,4608,64
CRT-00806,Emerging,India,781,23
CRT-00807,Growth,Southeast Asia,21225,48
CRT-00808,Emerging,India,376,104
CRT-00809,Growth,Southeast Asia,18420,46
CRT-00810,Large,Other,1000000,7
CRT-00811,Emerging,Other,2220,30
CRT-00812,Emerging,US,9999,72
CRT-00813,Large,India,1533901,76
CRT-00814,Growth,US,11691,119
CRT-00815,Emerging,India,2751,113
CRT-00816,Established,US,128520,64
CRT-00817,Established,US,433483,67
CRT-00818,Growth,Canada,23364,97
CRT-00819,Growth,India,19615,6
CRT-00820,Emerging,Other,1161,72
CRT-00821,Emerging,US,2455,57
CRT-00822,Growth,US,24011,94
CRT-00823,Emerging,India,900,97
CRT-00824,Growth,US,24357,79
CRT-00825,Established,US,100000,79
CRT-00826,Emerging,Other,1840,83
CRT-00827,Growth,US,11010,70
CRT-00828,Emerging,US,938,28
CRT-00829,Established,Southeast Asia,313523,35
CRT-00830,Emerging,India,1706,90
CRT-00831,Growth,Southeast Asia,36140,75
CRT-00832,Growth,India,26042,29
CRT-00833,Emerging,Other,3414,106
CRT-00834,Growth,US,42716,118
CRT-00835,Growth,India,33626,76
CRT-00836,Growth,UK,42777,28
CRT-00837,Growth,Other,39152,113
CRT-00838,Large,India,1457707,29
CRT-00839,Emerging,Southeast Asia,457,52
CRT-00840,Growth,US,33195,104
CRT-00841,Emerging,US,2073,63
CRT-00842,Established,US,382423,30
CRT-00843,Growth,Canada,16845,10
CRT-00844,Emerging,US,648,44
CRT-00845,Emerging,Canada,1935,81
CRT-00846,Established,US,190479,86
CRT-00847,Emerging,Other,296,27
CRT-00848,Growth,Other,32453,20
CRT-00849,Emerging,US,304,85
CRT-00850,Large,US,1023071,20
CRT-00851,Emerging,US,3949,8
CRT-00852,Emerging,Other,5766,59
CRT-00853,Established,US,100000,69
CRT-00854,Established,Southeast Asia,163140,30
CRT-00855,Emerging,India,1385,26
CRT-00856,Growth,Canada,65552,29
CRT-00857,Growth,India,21027,42
CRT-00858,Established,Southeast Asia,149323,2
CRT-00859,Emerging,Other,4623,2
CRT-00860,Growth,US,22305,45
CRT-00861,Growth,Other,38603,3
CRT-00862,Growth,US,12854,39
CRT-00863,Established,India,179379,70
CRT-00864,Growth,Other,11733,4
CRT-00865,Emerging,UK,575,75
CRT-00866,Established,UK,328903,75
CRT-00867,Established,US,192924,69
CRT-00868,Established,India,164150,76
CRT-00869,Emerging,India,735,98
CRT-00870,Emerging,Southeast Asia,1122,9
CRT-00871,Growth,India,31274,21
CRT-00872,Emerging,India,2940,39
CRT-00873,Large,India,1000000,83
CRT-00874,Emerging,US,688,105
CRT-00875,Growth,India,29130,111
CRT-00876,Established,US,187340,70
CRT-00877,Emerging,Other,1849,50
CRT-00878,Emerging,Southeast Asia,1659,50
CRT-00879,Growth,US,23099,8
CRT-00880,Growth,UK,20672,56
CRT-00881,Emerging,Other,1100,62
CRT-00882,Growth,US,47780,25
CRT-00883,Established,US,128129,93
CRT-00884,Growth,US,26071,98
CRT-00885,Emerging,US,1551,37
CRT-00886,Emerging,Canada,4667,110
CRT-00887,Emerging,Other,1053,13
CRT-00888,Emerging,US,2884,110
CRT-00889,Emerging,Canada,3588,93
CRT-00890,Growth,US,26059,27
CRT-00891,Emerging,Southeast Asia,1131,79
CRT-00892,Large,Canada,1574837,38
CRT-00893,Emerging,India,1091,96
CRT-00894,Emerging,US,2652,20
CRT-00895,Growth,Southeast Asia,30197,30
CRT-00896,Established,Other,228930,37
CRT-00897,Emerging,US,544,24
CRT-00898,Emerging,US,617,40
CRT-00899,Emerging,US,7440,73
CRT-00900,Growth,Southeast Asia,24614,76
CRT-00901,Growth,Southeast Asia,18262,67
CRT-00902,Emerging,Canada,4208,23
CRT-00903,Emerging,Canada,1678,25
CRT-00904,Growth,Other,35921,111
CRT-00905,Large,Other,1800125,31
CRT-00906,Growth,US,22940,13
CRT-00907,Growth,Southeast Asia,24716,55
CRT-00908,Emerging,US,443,1
CRT-00909,Emerging,India,1248,42
CRT-00910,Emerging,Other,1697,103
CRT-00911,Growth,UK,67862,33
CRT-00912,Established,Other,209315,85
CRT-00913,Established,India,100000,59
CRT-00914,Large,Southeast Asia,1856512,43
CRT-00915,Large,India,13492612,80
CRT-00916,Large,US,3636224,72
CRT-00917,Emerging,US,700,39
CRT-00918,Emerging,Southeast Asia,2149,27
CRT-00919,Emerging,US,739,111
CRT-00920,Growth,Other,13671,21
CRT-00921,Emerging,US,1013,116
CRT-00922,Established,US,210011,57
CRT-00923,Growth,Canada,10550,120
CRT-00924,Growth,US,15144,43
CRT-00925,Emerging,Other,1350,68
CRT-00926,Emerging,Canada,966,74
CRT-00927,Emerging,US,1836,41
CRT-00928,Established,UK,100000,27
CRT-00929,Growth,UK,38447,63
CRT-00930,Growth,Canada,14885,80
CRT-00931,Emerging,Other,4984,32
CRT-00932,Emerging,UK,339,93
CRT-00933,Emerging,Southeast Asia,558,77
CRT-00934,Growth,India,33146,20
CRT-00935,Established,UK,539576,113
CRT-00936,Emerging,Other,1723,6
CRT-00937,Established,Southeast Asia,278650,79
CRT-00938,Emerging,UK,1358,53
CRT-00939,Established,India,107383,79
CRT-00940,Emerging,Canada,904,93
CRT-00941,Emerging,Other,507,83
CRT-00942,Established,US,100000,79
CRT-00943,Emerging,US,1847,101
CRT-00944,Emerging,Southeast Asia,545,85
CRT-00945,Emerging,India,1729,98
CRT-00946,Emerging,Southeast Asia,472,49
CRT-00947,Growth,US,31200,25
CRT-00948,Established,India,148270,29
CRT-00949,Established,Southeast Asia,462300,74
CRT-00950,Emerging,Southeast Asia,1735,64
CRT-00951,Growth,UK,49905,10
CRT-00952,Emerging,Canada,731,25
CRT-00953,Emerging,UK,1400,117
CRT-00954,Emerging,Canada,611,88
CRT-00955,Established,UK,155101,91
CRT-00956,Established,Southeast Asia,169861,24
CRT-00957,Established,Southeast Asia,128602,8
CRT-00958,Growth,US,14650,35
CRT-00959,Growth,US,13269,103
CRT-00960,Growth,Southeast Asia,10000,61
CRT-00961,Growth,Other,15864,95
CRT-00962,Emerging,UK,2212,59
CRT-00963,Emerging,US,372,59
CRT-00964,Emerging,Southeast Asia,448,73
CRT-00965,Large,US,6945669,116
CRT-00966,Growth,Canada,19569,53
CRT-00967,Large,Other,2482389,72
CRT-00968,Emerging,Southeast Asia,2239,111
CRT-00969,Growth,Southeast Asia,37468,45
CRT-00970,Emerging,India,396,101
CRT-00971,Emerging,India,1113,65
CRT-00972,Emerging,Other,367,106
CRT-00973,Emerging,Canada,9481,57
CRT-00974,Established,Southeast Asia,100000,76
CRT-00975,Emerging,India,579,39
CRT-00976,Growth,US,15989,77
CRT-00977,Growth,US,12729,40
CRT-00978,Emerging,US,3952,74
CRT-00979,Growth,India,90329,95
CRT-00980,Emerging,Other,915,53
CRT-00981,Large,Southeast Asia,1000000,52
CRT-00982,Established,US,100000,39
CRT-00983,Growth,US,23812,88
CRT-00984,Growth,India,22967,72
CRT-00985,Emerging,Other,795,62
CRT-00986,Established,India,227027,4
CRT-00987,Emerging,Canada,1837,14
CRT-00988,Emerging,Other,1734,1
CRT-00989,Emerging,US,1040,103
CRT-00990,Established,Southeast Asia,102644,103
CRT-00991,Growth,Other,37530,9
CRT-00992,Growth,India,27072,6
CRT-00993,Established,US,338748,94
CRT-00994,Emerging,Other,2520,63
CRT-00995,Established,Other,100000,38
CRT-00996,Emerging,Southeast Asia,425,74
CRT-00997,Growth,Southeast Asia,18439,29
CRT-00998,Emerging,US,575,24
CRT-00999,Large,Other,3364117,45
CRT-01000,Emerging,India,1774,108
CRT-01001,Emerging,US,3227,93
CRT-01002,Growth,UK,32801,23
CRT-01003,Emerging,Other,1582,68
CRT-01004,Emerging,Other,3497,107
CRT-01005,Growth,US,34025,115
CRT-01006,Emerging,US,1414,92
CRT-01007,Established,Other,483241,16
CRT-01008,Emerging,Other,1468,29
CRT-01009,Growth,Southeast Asia,23105,27
CRT-01010,Growth,UK,17695,19
CRT-01011,Growth,India,38235,22
CRT-01012,Growth,India,49937,38
CRT-01013,Growth,US,26231,67
CRT-01014,Large,US,4953182,48
CRT-01015,Emerging,US,276,51
CRT-01016,Emerging,Other,1281,30
CRT-01017,Growth,US,26369,19
CRT-01018,Established,US,128515,120
CRT-01019,Emerging,Southeast Asia,9019,72
CRT-01020,Emerging,US,1270,28
CRT-01021,Established,US,155649,98
CRT-01022,Growth,Southeast Asia,27254,100
CRT-01023,Large,India,1000000,117
CRT-01024,Growth,UK,18399,20
CRT-01025,Growth,Other,43985,77
CRT-01026,Emerging,US,809,118
CRT-01027,Established,Other,120894,97
CRT-01028,Emerging,Other,3818,28
CRT-01029,Growth,Other,52581,108
CRT-01030,Emerging,UK,2025,51
CRT-01031,Growth,UK,21427,59
CRT-01032,Growth,UK,23867,68
CRT-01033,Growth,UK,17996,93
CRT-01034,Established,US,109440,15
CRT-01035,Emerging,Other,580,65
CRT-01036,Growth,Southeast Asia,19751,99
CRT-01037,Emerging,Canada,585,66
CRT-01038,Emerging,India,383,33
CRT-01039,Emerging,US,1596,7
CRT-01040,Emerging,Southeast Asia,1615,66
CRT-01041,Emerging,Southeast Asia,5221,85
CRT-01042,Growth,India,19260,66
CRT-01043,Growth,India,31196,118
CRT-01044,Growth,US,31456,73
CRT-01045,Emerging,Southeast Asia,1093,61
CRT-01046,Emerging,India,2429,7
CRT-01047,Emerging,Other,2490,68
CRT-01048,Established,US,241940,21
CRT-01049,Established,India,170521,87
CRT-01050,Emerging,US,1006,20
CRT-01051,Growth,Southeast Asia,13576,109
CRT-01052,Emerging,India,702,37
CRT-01053,Emerging,UK,814,53
CRT-01054,Emerging,Other,545,18
CRT-01055,Emerging,US,1904,26
CRT-01056,Growth,UK,48938,111
CRT-01057,Established,US,115284,35
CRT-01058,Emerging,US,1680,62
CRT-01059,Growth,India,16041,118
CRT-01060,Growth,US,23098,75
CRT-01061,Large,Southeast Asia,1222941,5
CRT-01062,Growth,UK,36349,43
CRT-01063,Emerging,Canada,778,47
CRT-01064,Growth,Southeast Asia,44615,34
CRT-01065,Emerging,Southeast Asia,1100,29
CRT-01066,Large,India,1258306,61
CRT-01067,Emerging,US,491,46
CRT-01068,Growth,US,30534,36
CRT-01069,Emerging,UK,2741,50
CRT-01070,Emerging,Other,1666,42
CRT-01071,Established,US,761693,28
CRT-01072,Growth,Southeast Asia,54989,55
CRT-01073,Emerging,Canada,1047,114
CRT-01074,Established,Other,164256,61
CRT-01075,Established,Southeast Asia,263502,72
CRT-01076,Emerging,Southeast Asia,685,119
CRT-01077,Growth,UK,48201,74
CRT-01078,Growth,Other,32234,27
CRT-01079,Growth,US,30583,48
CRT-01080,Emerging,Other,2320,59
CRT-01081,Emerging,US,5314,57
CRT-01082,Established,Other,220262,18
CRT-01083,Established,US,185753,13
CRT-01084,Established,US,491507,42
CRT-01085,Large,US,3903114,110
CRT-01086,Growth,India,22914,87
CRT-01087,Growth,India,26973,102
CRT-01088,Growth,US,29664,21
CRT-01089,Growth,India,32238,50
CRT-01090,Growth,India,13652,70
CRT-01091,Emerging,Canada,389,53
CRT-01092,Growth,Other,17262,51
CRT-01093,Emerging,UK,619,44
CRT-01094,Emerging,US,800,7
CRT-01095,Growth,US,36951,103
CRT-01096,Emerging,Other,1170,112
CRT-01097,Emerging,US,1567,10
CRT-01098,Established,India,100000,50
CRT-01099,Established,Other,150695,63
CRT-01100,Emerging,Other,2142,95
CRT-01101,Emerging,India,2155,119
CRT-01102,Emerging,UK,750,50
CRT-01103,Established,India,219037,90
CRT-01104,Established,Canada,743637,113
CRT-01105,Emerging,US,1320,100
CRT-01106,Established,US,131148,35
CRT-01107,Emerging,Southeast Asia,1165,99
CRT-01108,Emerging,US,1441,50
CRT-01109,Large,UK,1783667,3
CRT-01110,Emerging,India,1306,92
CRT-01111,Emerging,Other,422,101
CRT-01112,Emerging,Other,620,42
CRT-01113,Growth,India,24967,55
CRT-01114,Established,Canada,180022,44
CRT-01115,Large,US,1333966,15
CRT-01116,Emerging,India,1162,120
CRT-01117,Emerging,US,1406,3
CRT-01118,Established,Other,338963,67
CRT-01119,Emerging,Other,1237,2
CRT-01120,Established,Other,252574,83
CRT-01121,Growth,Other,20520,109
CRT-01122,Emerging,Other,2116,78
CRT-01123,Established,US,249057,73
CRT-01124,Emerging,Other,2677,100
CRT-01125,Emerging,Southeast Asia,2370,117
CRT-01126,Growth,India,36111,104
CRT-01127,Growth,Southeast Asia,25611,28
CRT-01128,Growth,India,30408,68
CRT-01129,Growth,US,45786,99
CRT-01130,Large,US,1256132,36
CRT-01131,Large,US,1277115,82
CRT-01132,Growth,India,29457,3
CRT-01133,Emerging,Other,1867,106
CRT-01134,Growth,UK,17817,74
CRT-01135,Large,Southeast Asia,1881662,90
CRT-01136,Emerging,India,1242,100
CRT-01137,Growth,India,10000,27
CRT-01138,Emerging,US,1123,55
CRT-01139,Emerging,Other,1181,104
CRT-01140,Growth,US,24831,20
CRT-01141,Emerging,UK,4157,99
CRT-01142,Established,Canada,100000,35
CRT-01143,Established,Southeast Asia,121203,70
CRT-01144,Established,Other,100000,62
CRT-01145,Emerging,US,911,83
CRT-01146,Emerging,Other,976,101
CRT-01147,Growth,Canada,20847,42
CRT-01148,Established,Canada,386391,21
CRT-01149,Growth,UK,41369,51
CRT-01150,Established,Other,208295,74
CRT-01151,Emerging,Other,995,91
CRT-01152,Established,India,367954,91
CRT-01153,Emerging,Other,1318,41
CRT-01154,Emerging,Canada,696,113
CRT-01155,Growth,India,11405,10
CRT-01156,Emerging,Other,941,15
CRT-01157,Emerging,India,2449,3
CRT-01158,Emerging,Southeast Asia,8276,112
CRT-01159,Emerging,US,1407,22
CRT-01160,Established,US,125591,73
CRT-01161,Emerging,Other,519,98
CRT-01162,Growth,India,35453,93
CRT-01163,Established,India,100000,114
CRT-01164,Emerging,US,2080,7
CRT-01165,Emerging,India,2576,49
CRT-01166,Established,Other,258271,61
CRT-01167,Established,Other,174242,84
CRT-01168,Growth,US,35684,75
CRT-01169,Established,Southeast Asia,220259,68
CRT-01170,Emerging,India,718,37
CRT-01171,Emerging,Southeast Asia,5885,13
CRT-01172,Growth,India,22565,52
CRT-01173,Emerging,India,2491,32
CRT-01174,Growth,India,10000,67
CRT-01175,Growth,Southeast Asia,50931,96
CRT-01176,Growth,Southeast Asia,56071,67
CRT-01177,Growth,India,27307,70
CRT-01178,Emerging,Other,2094,6
CRT-01179,Emerging,Canada,2093,78
CRT-01180,Emerging,India,800,53
CRT-01181,Growth,Other,35367,15
CRT-01182,Emerging,Other,701,26
CRT-01183,Emerging,US,823,94
CRT-01184,Emerging,Southeast Asia,3299,111
CRT-01185,Emerging,US,2921,61
CRT-01186,Established,Canada,130115,118
CRT-01187,Emerging,US,744,22
CRT-01188,Large,UK,1261841,36
CRT-01189,Emerging,US,2406,112
CRT-01190,Growth,Southeast Asia,16317,22
CRT-01191,Emerging,Other,1781,80
CRT-01192,Emerging,India,2434,27
CRT-01193,Established,Other,188537,40
CRT-01194,Large,Other,4021013,58
CRT-01195,Established,Other,165613,44
CRT-01196,Emerging,US,1128,105
CRT-01197,Emerging,Other,612,117
CRT-01198,Growth,US,44738,61
CRT-01199,Emerging,India,725,64
CRT-01200,Growth,Other,32044,7
CRT-01201,Growth,UK,25960,29
CRT-01202,Growth,Southeast Asia,15892,5
CRT-01203,Established,India,137935,103
CRT-01204,Growth,Other,53714,28
CRT-01205,Emerging,UK,1573,41
CRT-01206,Emerging,India,597,102
CRT-01207,Growth,Other,31340,86
CRT-01208,Growth,US,25007,75
CRT-01209,Emerging,US,9999,5
CRT-01210,Emerging,UK,1682,68
CRT-01211,Growth,Other,22240,68
CRT-01212,Established,US,466035,39
CRT-01213,Growth,US,10715,90
CRT-01214,Emerging,US,1444,112
CRT-01215,Emerging,Other,6604,32
CRT-01216,Growth,US,25384,40
CRT-01217,Emerging,Southeast Asia,334,39
CRT-01218,Growth,Other,22071,101
CRT-01219,Growth,US,55673,10
CRT-01220,Emerging,Southeast Asia,1809,108
CRT-01221,Emerging,Southeast Asia,684,94
CRT-01222,Emerging,Other,774,59
CRT-01223,Established,India,142084,71
CRT-01224,Growth,India,32228,108
CRT-01225,Emerging,US,3907,93
CRT-01226,Established,Canada,373791,34
CRT-01227,Growth,Canada,33792,7
CRT-01228,Growth,US,13824,80
CRT-01229,Established,India,100000,18
CRT-01230,Emerging,Other,2052,11
CRT-01231,Emerging,US,456,118
CRT-01232,Growth,US,24033,57
CRT-01233,Emerging,Southeast Asia,1708,79
CRT-01234,Growth,India,15232,27
CRT-01235,Emerging,US,590,13
CRT-01236,Emerging,India,1242,8
CRT-01237,Emerging,US,2004,43
CRT-01238,Emerging,Southeast Asia,3131,1
CRT-01239,Emerging,UK,2176,51
CRT-01240,Emerging,Southeast Asia,1420,39
CRT-01241,Established,US,127043,64
CRT-01242,Emerging,Other,568,71
CRT-01243,Emerging,US,890,38
CRT-01244,Emerging,Canada,1859,55
CRT-01245,Emerging,India,1753,10
CRT-01246,Emerging,Canada,249,37
CRT-01247,Growth,US,18163,118
CRT-01248,Emerging,US,3510,119
CRT-01249,Established,India,208465,59
CRT-01250,Established,US,100000,113
CRT-01251,Emerging,US,8818,61
CRT-01252,Emerging,Canada,1308,16
CRT-01253,Emerging,Other,1821,105
CRT-01254,Growth,US,32851,50
CRT-01255,Emerging,Other,998,74
CRT-01256,Established,Canada,128470,78
CRT-01257,Growth,Other,77717,37
CRT-01258,Established,UK,362914,89
CRT-01259,Growth,UK,40577,61
CRT-01260,Large,Southeast Asia,2968010,44
CRT-01261,Emerging,UK,600,36
CRT-01262,Emerging,Other,3722,90
CRT-01263,Emerging,US,682,30
CRT-01264,Established,India,235619,15
CRT-01265,Growth,US,11852,106
CRT-01266,Established,Other,100000,40
CRT-01267,Emerging,India,1727,77
CRT-01268,Large,UK,1125379,86
CRT-01269,Growth,Other,10000,101
CRT-01270,Growth,Other,35252,76
CRT-01271,Large,US,8745558,85
CRT-01272,Emerging,Canada,4071,101
CRT-01273,Emerging,Other,1090,114
CRT-01274,Growth,US,27022,6
CRT-01275,Emerging,Canada,2724,90
CRT-01276,Emerging,India,3286,21
CRT-01277,Emerging,UK,1017,107
CRT-01278,Emerging,Southeast Asia,1376,6
CRT-01279,Established,US,238081,30
CRT-01280,Growth,US,35487,24
CRT-01281,Emerging,US,1204,73
CRT-01282,Emerging,US,1216,1
CRT-01283,Emerging,UK,4039,3
CRT-01284,Growth,India,49254,61
CRT-01285,Established,US,264724,117
CRT-01286,Established,UK,557638,64
CRT-01287,Emerging,UK,983,54
CRT-01288,Emerging,Southeast Asia,4906,79
CRT-01289,Growth,Other,35286,67
CRT-01290,Growth,India,99999,47
CRT-01291,Growth,Other,14820,71
CRT-01292,Growth,US,19059,1
CRT-01293,Growth,Canada,33169,30
CRT-01294,Emerging,Other,1840,81
CRT-01295,Emerging,Other,6374,41
CRT-01296,Emerging,Southeast Asia,784,7
CRT-01297,Emerging,UK,2762,15
CRT-01298,Emerging,India,3394,104
CRT-01299,Growth,UK,38266,40
CRT-01300,Emerging,Canada,620,3
CRT-01301,Emerging,Other,4130,88
CRT-01302,Growth,India,49744,64
CRT-01303,Growth,US,36307,55
CRT-01304,Emerging,Southeast Asia,1577,108
CRT-01305,Established,US,227672,38
CRT-01306,Established,US,189616,69
CRT-01307,Growth,India,37063,90
CRT-01308,Growth,Canada,27325,74
CRT-01309,Emerging,US,679,25
CRT-01310,Established,US,105962,82
CRT-01311,Emerging,US,733,90
CRT-01312,Established,Other,227130,15
CRT-01313,Growth,UK,26543,20
CRT-01314,Emerging,US,1591,81
CRT-01315,Emerging,US,1999,15
CRT-01316,Growth,Southeast Asia,19659,106
CRT-01317,Growth,US,55984,14
CRT-01318,Emerging,Southeast Asia,1081,117
CRT-01319,Growth,India,21661,81
CRT-01320,Established,Other,265516,54
CRT-01321,Growth,US,10740,33
CRT-01322,Growth,UK,18119,42
CRT-01323,Emerging,US,2936,90
CRT-01324,Established,Other,100000,91
CRT-01325,Emerging,Other,3274,26
CRT-01326,Established,Canada,492220,66
CRT-01327,Emerging,India,996,120
CRT-01328,Growth,US,31129,31
CRT-01329,Emerging,Other,3278,84
CRT-01330,Emerging,Canada,922,21
CRT-01331,Established,US,334591,101
CRT-01332,Growth,India,19233,21
CRT-01333,Growth,India,21188,36
CRT-01334,Large,Other,1133096,56
CRT-01335,Large,UK,2520210,45
CRT-01336,Established,UK,398228,21
CRT-01337,Emerging,UK,1155,77
CRT-01338,Growth,US,14248,3
CRT-01339,Established,India,103816,119
CRT-01340,Emerging,US,1836,7
CRT-01341,Emerging,Canada,5856,41
CRT-01342,Established,India,251760,112
CRT-01343,Growth,India,22171,19
CRT-01344,Growth,US,39461,9
CRT-01345,Large,US,1676721,90
CRT-01346,Growth,Southeast Asia,22266,9
CRT-01347,Emerging,US,622,108
CRT-01348,Emerging,US,4133,55
CRT-01349,Emerging,Canada,175,105
CRT-01350,Emerging,India,2535,30
CRT-01351,Established,India,150505,17
CRT-01352,Established,India,155405,116
CRT-01353,Emerging,Other,5186,92
CRT-01354,Emerging,India,756,110
CRT-01355,Established,Canada,132185,39
CRT-01356,Emerging,Other,1206,49
CRT-01357,Growth,UK,33087,70
CRT-01358,Growth,India,21570,54
CRT-01359,Growth,Canada,12247,30
CRT-01360,Emerging,India,670,46
CRT-01361,Growth,India,51055,74
CRT-01362,Emerging,Southeast Asia,1422,5
CRT-01363,Growth,India,33709,41
CRT-01364,Emerging,US,1086,36
CRT-01365,Growth,India,19346,9
CRT-01366,Growth,US,62241,15
CRT-01367,Emerging,India,1152,60
CRT-01368,Emerging,Southeast Asia,939,13
CRT-01369,Emerging,Other,3219,42
CRT-01370,Emerging,US,751,68
CRT-01371,Emerging,UK,832,105
CRT-01372,Established,India,200015,12
CRT-01373,Emerging,US,1339,53
CRT-01374,Established,US,232295,13
CRT-01375,Large,US,8573343,52
CRT-01376,Emerging,US,1752,58
CRT-01377,Growth,US,10000,96
CRT-01378,Established,India,241779,54
CRT-01379,Growth,Southeast Asia,27417,113
CRT-01380,Emerging,US,1386,17
CRT-01381,Emerging,US,1630,7
CRT-01382,Emerging,US,1309,1
CRT-01383,Growth,Southeast Asia,26204,43
CRT-01384,Large,India,3045363,24
CRT-01385,Large,Southeast Asia,1356669,11
CRT-01386,Emerging,US,627,29
CRT-01387,Growth,US,99999,117
CRT-01388,Emerging,Other,755,97
CRT-01389,Established,US,211099,3
CRT-01390,Emerging,US,404,110
CRT-01391,Established,US,213177,25
CRT-01392,Established,Other,113557,49
CRT-01393,Emerging,Southeast Asia,940,40
CRT-01394,Emerging,Southeast Asia,3090,49
CRT-01395,Established,Other,263868,92
CRT-01396,Emerging,US,2110,86
CRT-01397,Growth,Other,11096,72
CRT-01398,Established,US,598473,76
CRT-01399,Growth,UK,14824,88
CRT-01400,Emerging,India,4549,23
CRT-01401,Emerging,India,3032,48
CRT-01402,Emerging,Other,2125,13
CRT-01403,Large,US,1089806,85
CRT-01404,Emerging,Other,1512,53
CRT-01405,Emerging,India,918,77
CRT-01406,Emerging,UK,1370,68
CRT-01407,Large,Other,1664590,33
CRT-01408,Emerging,US,262,17
CRT-01409,Established,Other,389675,117
CRT-01410,Growth,Southeast Asia,25833,36
CRT-01411,Established,UK,148615,14
CRT-01412,Large,US,1339451,37
CRT-01413,Established,Southeast Asia,246489,109
CRT-01414,Established,UK,116278,32
CRT-01415,Emerging,India,220,119
CRT-01416,Established,US,253793,56
CRT-01417,Growth,US,34875,104
CRT-01418,Growth,Other,24347,79
CRT-01419,Established,US,100000,6
CRT-01420,Large,UK,2110118,62
CRT-01421,Growth,Other,12935,51
CRT-01422,Growth,US,16096,25
CRT-01423,Growth,US,18483,66
CRT-01424,Emerging,UK,2631,13
CRT-01425,Emerging,US,1002,84
CRT-01426,Emerging,Southeast Asia,936,99
CRT-01427,Emerging,UK,6398,12
CRT-01428,Emerging,Southeast Asia,1775,58
CRT-01429,Established,India,243627,79
CRT-01430,Emerging,UK,996,8
CRT-01431,Established,Southeast Asia,138992,47
CRT-01432,Growth,US,10000,31
CRT-01433,Emerging,Southeast Asia,2907,5
CRT-01434,Emerging,Other,1917,97
CRT-01435,Emerging,UK,1160,54
CRT-01436,Large,India,1801159,91
CRT-01437,Emerging,India,2413,71
CRT-01438,Growth,US,12365,106
CRT-01439,Established,US,139535,120
CRT-01440,Large,US,1000000,73
CRT-01441,Emerging,Other,5525,43
CRT-01442,Emerging,US,2698,51
CRT-01443,Emerging,Other,229,100
CRT-01444,Emerging,US,399,52
CRT-01445,Emerging,US,1204,63
CRT-01446,Growth,India,21242,24
