creator_id,creator_segment,region,channel_size,creator_tenure_months
CRT-02912,Emerging,Southeast Asia,1330,3
CRT-02913,Growth,Other,14995,96
CRT-02914,Growth,Canada,16451,81
CRT-02915,Growth,Southeast Asia,18352,108
CRT-02916,Emerging,Canada,2400,25
CRT-02917,Emerging,Other,1241,66
CRT-02918,Established,US,184673,98
CRT-02919,Emerging,Southeast Asia,2100,43
CRT-02920,Growth,US,19340,53
CRT-02921,Large,India,1000000,94
CRT-02922,Emerging,Canada,556,104
CRT-02923,Emerging,Canada,1065,58
CRT-02924,Growth,Other,26252,22
CRT-02925,Emerging,India,2094,104
CRT-02926,Growth,US,25018,72
CRT-02927,Growth,US,44732,54
CRT-02928,Growth,US,32233,85
CRT-02929,Emerging,India,434,45
CRT-02930,Growth,Southeast Asia,10000,6
CRT-02931,Growth,UK,16257,67
CRT-02932,Emerging,US,1495,57
CRT-02933,Growth,US,32387,112
CRT-02934,Established,US,186602,82
CRT-02935,Growth,Canada,28570,111
CRT-02936,Growth,India,52066,75
CRT-02937,Emerging,US,1354,49
CRT-02938,Emerging,India,1772,13
CRT-02939,Emerging,US,4803,105
CRT-02940,Emerging,India,314,4
CRT-02941,Large,Other,6561831,116
CRT-02942,Emerging,India,172,27
CRT-02943,Established,US,121101,73
CRT-02944,Emerging,US,856,29
CRT-02945,Emerging,US,362,57
CRT-02946,Emerging,Other,1173,72
CRT-02947,Emerging,UK,1285,90
CRT-02948,Established,India,309905,3
CRT-02949,Large,Southeast Asia,3254265,116
CRT-02950,Established,US,220605,33
CRT-02951,Emerging,India,3277,85
CRT-02952,Established,India,292714,28
CRT-02953,Emerging,Other,1032,117
CRT-02954,Established,Canada,213511,101
CRT-02955,Growth,US,19577,18
CRT-02956,Emerging,Canada,502,43
CRT-02957,Emerging,US,1886,51
CRT-02958,Emerging,US,403,87
CRT-02959,Emerging,US,1152,110
CRT-02960,Established,US,100000,100
CRT-02961,Established,US,207437,37
CRT-02962,Large,Other,1191967,85
CRT-02963,Emerging,India,2110,109
CRT-02964,Growth,India,24071,14
CRT-02965,Emerging,US,1209,26
CRT-02966,Growth,US,27614,89
CRT-02967,Emerging,US,821,46
CRT-02968,Emerging,US,851,102
CRT-02969,Growth,India,20270,105
CRT-02970,Emerging,US,1211,46
CRT-02971,Growth,US,20363,120
CRT-02972,Growth,UK,33699,107
CRT-02973,Emerging,Other,325,33
CRT-02974,Established,US,100000,83
CRT-02975,Growth,UK,69167,53
CRT-02976,Established,UK,153202,86
CRT-02977,Growth,Southeast Asia,16198,62
CRT-02978,Growth,UK,26562,66
CRT-02979,Growth,Southeast Asia,39479,69
CRT-02980,Established,Other,292030,47
CRT-02981,Growth,US,18506,66
CRT-02982,Emerging,India,888,39
CRT-02983,Emerging,UK,1025,100
CRT-02984,Growth,Other,31435,96
CRT-02985,Emerging,India,1389,39
CRT-02986,Emerging,Other,643,101
CRT-02987,Emerging,UK,891,63
CRT-02988,Growth,UK,23561,40
CRT-02989,Emerging,Other,4383,40
CRT-02990,Growth,Canada,24620,76
CRT-02991,Established,Southeast Asia,999999,94
CRT-02992,Established,Canada,169137,87
CRT-02993,Emerging,US,348,76
CRT-02994,Growth,Other,32067,26
CRT-02995,Growth,Other,45415,40
CRT-02996,Growth,UK,34116,76
CRT-02997,Growth,US,29683,30
CRT-02998,Emerging,US,988,41
CRT-02999,Large,US,1624105,47
CRT-03000,Emerging,US,208,33
CRT-03001,Established,UK,332844,99
CRT-03002,Growth,Other,22257,38
CRT-03003,Emerging,UK,3351,47
CRT-03004,Growth,India,20613,40
CRT-03005,Emerging,Other,1283,117
CRT-03006,Established,Other,420632,60
CRT-03007,Growth,UK,52467,4
CRT-03008,Emerging,India,2625,43
CRT-03009,Emerging,UK,299,95
CRT-03010,Growth,India,14206,87
CRT-03011,Emerging,US,2347,23
CRT-03012,Established,Southeast Asia,130737,108
CRT-03013,Growth,UK,27913,58
CRT-03014,Growth,India,29843,93
CRT-03015,Emerging,Other,1644,41
CRT-03016,Growth,Other,15869,67
CRT-03017,Established,Southeast Asia,367219,79
CRT-03018,Emerging,US,880,82
CRT-03019,Emerging,US,2147,81
CRT-03020,Emerging,UK,1134,108
CRT-03021,Emerging,Other,6227,92
CRT-03022,Growth,Southeast Asia,55506,72
CRT-03023,Growth,US,78104,41
CRT-03024,Growth,US,61475,7
CRT-03025,Emerging,US,1202,32
CRT-03026,Emerging,UK,873,36
CRT-03027,Emerging,India,540,102
CRT-03028,Established,US,233219,40
CRT-03029,Growth,Southeast Asia,27232,2
CRT-03030,Emerging,Other,1294,119
CRT-03031,Established,India,120879,55
CRT-03032,Emerging,US,1787,89
CRT-03033,Emerging,Southeast Asia,986,9
CRT-03034,Emerging,Other,910,52
CRT-03035,Large,US,2223785,106
CRT-03036,Growth,US,25875,43
CRT-03037,Growth,Southeast Asia,13185,57
CRT-03038,Emerging,India,713,116
CRT-03039,Emerging,Other,2051,14
CRT-03040,Growth,UK,26268,92
CRT-03041,Emerging,US,283,51
CRT-03042,Established,Other,302331,25
CRT-03043,Growth,UK,26246,29
CRT-03044,Emerging,India,572,57
CRT-03045,Growth,US,19255,66
CRT-03046,Large,UK,2225867,28
CRT-03047,Growth,Other,10000,16
CRT-03048,Growth,US,33198,119
CRT-03049,Established,India,359346,89
CRT-03050,Emerging,Other,2731,69
CRT-03051,Established,India,397340,95
CRT-03052,Emerging,US,717,10
CRT-03053,Growth,US,45115,106
CRT-03054,Established,UK,234072,38
CRT-03055,Growth,UK,17718,27
CRT-03056,Growth,US,33975,64
CRT-03057,Growth,US,33463,111
CRT-03058,Emerging,Southeast Asia,4593,62
CRT-03059,Emerging,UK,3490,30
CRT-03060,Emerging,US,770,27
CRT-03061,Growth,India,31899,46
CRT-03062,Emerging,Southeast Asia,1744,83
CRT-03063,Emerging,US,1637,80
CRT-03064,Established,US,165560,28
CRT-03065,Emerging,Other,5452,69
CRT-03066,Emerging,Other,813,118
CRT-03067,Emerging,India,5080,103
CRT-03068,Emerging,Other,428,99
CRT-03069,Growth,UK,22232,65
CRT-03070,Emerging,Other,2469,54
CRT-03071,Emerging,Other,576,103
CRT-03072,Large,Southeast Asia,1185292,44
CRT-03073,Established,India,274025,56
CRT-03074,Growth,US,11336,22
CRT-03075,Established,Southeast Asia,385721,63
CRT-03076,Established,India,482693,11
CRT-03077,Emerging,UK,4524,54
CRT-03078,Growth,US,31658,91
CRT-03079,Growth,Other,21722,22
CRT-03080,Emerging,Other,1002,107
CRT-03081,Emerging,US,1685,79
CRT-03082,Emerging,UK,1485,60
CRT-03083,Growth,Other,22245,45
CRT-03084,Established,Southeast Asia,514202,108
CRT-03085,Growth,Other,23787,104
CRT-03086,Emerging,Southeast Asia,4229,114
CRT-03087,Emerging,US,1450,80
CRT-03088,Growth,India,27417,71
CRT-03089,Growth,India,34857,42
CRT-03090,Established,US,269153,31
CRT-03091,Established,Canada,182273,104
CRT-03092,Established,Southeast Asia,278956,99
CRT-03093,Established,India,300298,44
CRT-03094,Large,India,6307593,27
CRT-03095,Growth,India,27879,63
CRT-03096,Emerging,India,717,112
CRT-03097,Emerging,Southeast Asia,778,103
CRT-03098,Emerging,India,8904,23
CRT-03099,Emerging,Other,297,86
CRT-03100,Emerging,Other,517,43
CRT-03101,Large,Southeast Asia,2019127,69
CRT-03102,Emerging,UK,818,15
CRT-03103,Large,Other,3517292,4
CRT-03104,Growth,US,38781,34
CRT-03105,Growth,US,20592,86
CRT-03106,Growth,US,57060,61
CRT-03107,Emerging,India,554,45
CRT-03108,Growth,India,18608,47
CRT-03109,Emerging,Southeast Asia,4712,9
CRT-03110,Established,India,100000,76
CRT-03111,Emerging,US,1767,44
CRT-03112,Emerging,India,4696,44
CRT-03113,Growth,US,10000,82
CRT-03114,Growth,Southeast Asia,22723,69
CRT-03115,Growth,US,43208,22
CRT-03116,Growth,US,23505,76
CRT-03117,Emerging,US,1404,6
CRT-03118,Growth,UK,29555,112
CRT-03119,Emerging,US,1720,65
CRT-03120,Emerging,UK,702,106
CRT-03121,Emerging,Other,2472,117
CRT-03122,Emerging,India,1642,32
CRT-03123,Emerging,US,535,101
CRT-03124,Growth,Southeast Asia,21315,57
CRT-03125,Emerging,US,432,87
CRT-03126,Emerging,Other,1589,12
CRT-03127,Growth,Canada,34383,29
CRT-03128,Emerging,India,1587,27
CRT-03129,Growth,US,35415,35
CRT-03130,Established,UK,215364,36
CRT-03131,Emerging,Southeast Asia,2464,52
CRT-03132,Established,US,184104,115
CRT-03133,Emerging,Canada,2348,2
CRT-03134,Emerging,India,478,91
CRT-03135,Growth,Other,13378,107
CRT-03136,Growth,Other,28093,108
CRT-03137,Established,US,299742,42
CRT-03138,Emerging,US,1073,36
CRT-03139,Established,India,291520,31
CRT-03140,Emerging,Other,1716,104
CRT-03141,Emerging,US,260,91
CRT-03142,Emerging,India,8592,93
CRT-03143,Large,UK,1000000,100
CRT-03144,Emerging,US,629,18
CRT-03145,Established,US,396226,110
CRT-03146,Growth,Canada,27170,39
CRT-03147,Growth,Southeast Asia,18326,93
CRT-03148,Growth,Southeast Asia,21273,86
CRT-03149,Established,US,117211,44
CRT-03150,Emerging,Southeast Asia,706,40
CRT-03151,Emerging,Southeast Asia,2518,77
CRT-03152,Growth,India,20971,31
CRT-03153,Emerging,Other,569,74
CRT-03154,Emerging,US,729,119
CRT-03155,Emerging,India,1182,37
CRT-03156,Emerging,Other,735,59
CRT-03157,Emerging,US,1046,34
CRT-03158,Emerging,Other,1769,42
CRT-03159,Established,India,148971,6
CRT-03160,Emerging,US,673,43
CRT-03161,Large,US,1217406,67
CRT-03162,Large,India,5253973,75
CRT-03163,Emerging,Other,7630,50
CRT-03164,Growth,Other,27530,78
CRT-03165,Growth,Southeast Asia,38655,3
CRT-03166,Growth,US,16815,104
CRT-03167,Emerging,India,835,27
CRT-03168,Emerging,India,1919,79
CRT-03169,Emerging,US,202,16
CRT-03170,Growth,US,39589,113
CRT-03171,Large,India,1335473,49
CRT-03172,Growth,India,15694,69
CRT-03173,Growth,UK,32665,50
CRT-03174,Large,India,5442265,60
CRT-03175,Growth,US,23005,98
CRT-03176,Emerging,US,1692,95
CRT-03177,Established,UK,260982,17
CRT-03178,Emerging,UK,1622,26
CRT-03179,Emerging,US,603,41
CRT-03180,Growth,Other,30084,77
CRT-03181,Established,UK,222014,72
CRT-03182,Emerging,US,150,49
CRT-03183,Growth,US,41306,33
CRT-03184,Emerging,Other,402,17
CRT-03185,Emerging,India,1484,8
CRT-03186,Emerging,US,4510,39
CRT-03187,Growth,Southeast Asia,23815,100
CRT-03188,Established,US,106120,76
CRT-03189,Emerging,Canada,2095,50
CRT-03190,Emerging,Canada,4111,114
CRT-03191,Emerging,Other,551,119
CRT-03192,Emerging,Southeast Asia,202,67
CRT-03193,Growth,UK,48597,62
CRT-03194,Growth,India,41237,50
CRT-03195,Growth,Other,32612,98
CRT-03196,Emerging,US,317,108
CRT-03197,Growth,US,36273,93
CRT-03198,Emerging,Other,3062,24
CRT-03199,Emerging,Other,7518,78
CRT-03200,Established,Southeast Asia,167901,10
CRT-03201,Growth,India,29130,24
CRT-03202,Established,US,100000,39
CRT-03203,Established,UK,355404,6
CRT-03204,Growth,US,43135,11
CRT-03205,Established,India,253294,31
CRT-03206,Emerging,India,3463,51
CRT-03207,Emerging,Other,716,17
CRT-03208,Emerging,Other,1124,29
CRT-03209,Emerging,Other,1160,49
CRT-03210,Emerging,Canada,3227,23
CRT-03211,Emerging,US,3285,115
CRT-03212,Growth,US,31534,24
CRT-03213,Established,India,233090,37
CRT-03214,Growth,US,35435,30
CRT-03215,Emerging,UK,1023,45
CRT-03216,Growth,India,53148,65
CRT-03217,Emerging,Other,933,42
CRT-03218,Emerging,India,1888,1
CRT-03219,Emerging,India,831,74
CRT-03220,Emerging,Canada,2856,75
CRT-03221,Emerging,Southeast Asia,1236,113
CRT-03222,Established,US,686896,85
CRT-03223,Growth,UK,25254,113
CRT-03224,Growth,Southeast Asia,42988,86
CRT-03225,Emerging,US,808,95
CRT-03226,Established,India,165323,61
CRT-03227,Growth,Other,26343,83
CRT-03228,Emerging,US,1774,56
CRT-03229,Growth,India,18522,40
CRT-03230,Growth,US,20223,73
CRT-03231,Emerging,Southeast Asia,1438,57
CRT-03232,Emerging,Other,1842,36
CRT-03233,Growth,India,26419,116
CRT-03234,Emerging,Other,1160,14
CRT-03235,Emerging,Other,463,15
CRT-03236,Emerging,US,1998,61
CRT-03237,Large,Canada,3576889,3
CRT-03238,Emerging,Other,2889,105
CRT-03239,Emerging,Other,1510,39
CRT-03240,Emerging,Southeast Asia,826,59
CRT-03241,Established,US,163886,69
CRT-03242,Growth,US,29060,34
CRT-03243,Established,US,196564,14
CRT-03244,Emerging,Southeast Asia,681,26
CRT-03245,Emerging,India,348,11
CRT-03246,Growth,UK,20377,8
CRT-03247,Emerging,Canada,1073,85
CRT-03248,Established,US,239304,111
CRT-03249,Established,Other,155467,49
CRT-03250,Growth,US,23724,40
CRT-03251,Large,US,2143887,46
CRT-03252,Growth,Other,58884,108
CRT-03253,Emerging,US,1172,35
CRT-03254,Growth,US,12402,114
CRT-03255,Emerging,Other,774,35
CRT-03256,Established,Other,588183,54
CRT-03257,Emerging,Other,4218,34
CRT-03258,Emerging,US,2840,51
CRT-03259,Growth,US,38206,82
CRT-03260,Emerging,US,2369,38
CRT-03261,Emerging,US,1106,6
CRT-03262,Growth,Other,41508,77
CRT-03263,Emerging,US,2765,85
CRT-03264,Growth,Canada,41037,26
CRT-03265,Emerging,US,829,83
CRT-03266,Emerging,Southeast Asia,1033,41
CRT-03267,Emerging,US,801,84
CRT-03268,Growth,US,44288,36
CRT-03269,Large,US,2451454,9
CRT-03270,Emerging,Other,1833,45
CRT-03271,Large,UK,2966500,11
CRT-03272,Growth,UK,13279,9
CRT-03273,Growth,US,41811,27
CRT-03274,Growth,Canada,20528,64
CRT-03275,Growth,UK,21483,19
CRT-03276,Established,India,120399,11
CRT-03277,Growth,UK,28001,46
CRT-03278,Growth,Other,26019,95
CRT-03279,Emerging,Other,440,37
CRT-03280,Emerging,Other,320,51
CRT-03281,Growth,India,24312,105
CRT-03282,Emerging,US,2568,89
CRT-03283,Emerging,US,2377,52
CRT-03284,Emerging,US,2982,16
CRT-03285,Emerging,India,1143,79
CRT-03286,Growth,India,22542,70
CRT-03287,Growth,UK,25450,34
CRT-03288,Emerging,Southeast Asia,2549,23
CRT-03289,Emerging,UK,4866,34
CRT-03290,Emerging,Other,926,70
CRT-03291,Emerging,US,1082,48
CRT-03292,Growth,US,27322,51
CRT-03293,Growth,UK,23561,94
CRT-03294,Growth,Southeast Asia,20123,78
CRT-03295,Growth,India,25264,99
CRT-03296,Large,Other,1139993,11
CRT-03297,Growth,US,38668,85
CRT-03298,Growth,Southeast Asia,56214,109
CRT-03299,Growth,Other,23342,44
CRT-03300,Emerging,India,5066,58
CRT-03301,Established,Southeast Asia,186323,35
CRT-03302,Emerging,US,766,81
CRT-03303,Emerging,India,2319,65
CRT-03304,Large,US,1038261,31
CRT-03305,Growth,Southeast Asia,36752,7
CRT-03306,Emerging,Southeast Asia,1641,87
CRT-03307,Emerging,Other,969,66
CRT-03308,Emerging,UK,891,113
CRT-03309,Growth,US,17389,29
CRT-03310,Emerging,Other,3057,115
CRT-03311,Established,India,173922,57
CRT-03312,Established,UK,239601,96
CRT-03313,Growth,US,26755,46
CRT-03314,Growth,Canada,24196,49
CRT-03315,Emerging,Other,1739,78
CRT-03316,Emerging,US,2017,23
CRT-03317,Growth,Southeast Asia,28832,102
CRT-03318,Emerging,Southeast Asia,1151,32
CRT-03319,Emerging,US,561,70
CRT-03320,Emerging,India,826,91
CRT-03321,Emerging,UK,1048,46
CRT-03322,Emerging,US,1356,34
CRT-03323,Growth,US,11276,79
CRT-03324,Established,Canada,288277,34
CRT-03325,Growth,UK,31588,58
CRT-03326,Established,US,140200,33
CRT-03327,Emerging,Other,643,72
CRT-03328,Established,Other,131665,39
CRT-03329,Growth,Other,13879,81
CRT-03330,Emerging,Southeast Asia,1020,66
CRT-03331,Established,US,178492,9
CRT-03332,Emerging,US,2792,84
CRT-03333,Emerging,Other,1957,83
CRT-03334,Emerging,Other,3632,47
CRT-03335,Emerging,Canada,1465,66
CRT-03336,Emerging,Southeast Asia,646,47
CRT-03337,Growth,India,64237,67
CRT-03338,Established,UK,164204,100
CRT-03339,Emerging,US,388,8
CRT-03340,Growth,Southeast Asia,30035,24
CRT-03341,Emerging,UK,375,73
CRT-03342,Established,Canada,188946,74
CRT-03343,Emerging,India,915,85
CRT-03344,Emerging,Canada,2036,67
CRT-03345,Growth,US,43337,78
CRT-03346,Growth,US,22870,56
CRT-03347,Established,US,156735,5
CRT-03348,Growth,India,39303,109
CRT-03349,Established,India,125484,44
CRT-03350,Emerging,India,1410,2
CRT-03351,Emerging,India,2065,76
CRT-03352,Emerging,India,711,97
CRT-03353,Emerging,India,1053,38
CRT-03354,Emerging,Canada,1452,49
CRT-03355,Growth,US,52332,115
CRT-03356,Emerging,India,508,99
CRT-03357,Growth,US,24969,92
CRT-03358,Growth,US,52937,55
CRT-03359,Growth,Southeast Asia,43724,16
CRT-03360,Growth,Other,23440,22
CRT-03361,Emerging,India,1265,101
CRT-03362,Emerging,India,1934,68
CRT-03363,Growth,US,34202,51
CRT-03364,Growth,US,53587,117
CRT-03365,Emerging,Other,3311,22
CRT-03366,Emerging,Southeast Asia,443,13
CRT-03367,Growth,UK,12118,39
CRT-03368,Growth,Other,20499,107
CRT-03369,Emerging,Southeast Asia,304,105
CRT-03370,Emerging,US,3827,75
CRT-03371,Established,UK,100000,18
CRT-03372,Emerging,Canada,1054,99
CRT-03373,Established,India,117865,104
CRT-03374,Emerging,Southeast Asia,376,99
CRT-03375,Growth,India,48551,96
CRT-03376,Emerging,India,844,15
CRT-03377,Emerging,UK,6158,113
CRT-03378,Established,US,461964,48
CRT-03379,Growth,India,26860,97
CRT-03380,Large,India,1000000,69
CRT-03381,Emerging,Southeast Asia,1020,44
CRT-03382,Established,Other,783510,99
CRT-03383,Established,Southeast Asia,257022,37
CRT-03384,Growth,Canada,24744,37
CRT-03385,Emerging,US,821,24
CRT-03386,Growth,Southeast Asia,41923,116
CRT-03387,Growth,US,32365,18
CRT-03388,Established,India,235704,6
CRT-03389,Emerging,UK,3323,7
CRT-03390,Emerging,US,3184,69
CRT-03391,Emerging,Other,1900,14
CRT-03392,Growth,India,12168,78
CRT-03393,Large,UK,1000000,39
CRT-03394,Emerging,India,817,70
CRT-03395,Growth,Canada,26406,116
CRT-03396,Established,Southeast Asia,488651,8
CRT-03397,Emerging,US,6919,64
CRT-03398,Emerging,Other,1832,55
CRT-03399,Growth,UK,35422,2
CRT-03400,Growth,India,12637,24
CRT-03401,Emerging,UK,955,72
CRT-03402,Established,US,142645,66
CRT-03403,Growth,Canada,19568,81
CRT-03404,Established,India,281483,44
CRT-03405,Established,Other,151663,7
CRT-03406,Established,US,100000,100
CRT-03407,Growth,Canada,40998,25
CRT-03408,Emerging,Other,3507,8
CRT-03409,Growth,Other,31074,26
CRT-03410,Emerging,Canada,1170,52
CRT-03411,Growth,UK,17159,31
CRT-03412,Emerging,Southeast Asia,685,104
CRT-03413,Growth,US,45957,70
CRT-03414,Emerging,Southeast Asia,736,79
CRT-03415,Emerging,Southeast Asia,6701,7
CRT-03416,Emerging,US,2863,22
CRT-03417,Growth,UK,31882,68
CRT-03418,Established,US,999999,97
CRT-03419,Emerging,Southeast Asia,3716,109
CRT-03420,Established,India,153544,41
CRT-03421,Established,Other,107560,108
CRT-03422,Emerging,US,954,63
CRT-03423,Growth,US,25556,86
CRT-03424,Emerging,Southeast Asia,730,71
CRT-03425,Emerging,India,544,118
CRT-03426,Growth,US,30264,15
CRT-03427,Emerging,Southeast Asia,2725,67
CRT-03428,Established,Other,605990,80
CRT-03429,Established,Canada,208150,64
CRT-03430,Established,US,285358,83
CRT-03431,Growth,US,10661,1
CRT-03432,Growth,Southeast Asia,41328,77
CRT-03433,Large,UK,1000000,73
CRT-03434,Emerging,Other,1709,82
CRT-03435,Emerging,US,1294,73
CRT-03436,Growth,Southeast Asia,23838,29
CRT-03437,Emerging,Other,408,103
CRT-03438,Emerging,US,730,28
CRT-03439,Emerging,Other,624,93
CRT-03440,Growth,India,19989,30
CRT-03441,Emerging,UK,3449,84
CRT-03442,Emerging,India,1010,32
CRT-03443,Emerging,Other,781,101
CRT-03444,Emerging,Other,2252,44
CRT-03445,Established,US,241820,50
CRT-03446,Emerging,Canada,6807,31
CRT-03447,Growth,US,44603,40
CRT-03448,Growth,US,10000,117
CRT-03449,Emerging,Southeast Asia,2550,112
CRT-03450,Established,Southeast Asia,300046,11
CRT-03451,Growth,India,61681,75
CRT-03452,Growth,US,24361,102
CRT-03453,Emerging,US,3219,71
CRT-03454,Emerging,US,1008,43
CRT-03455,Large,US,2429756,96
CRT-03456,Established,US,105560,73
CRT-03457,Established,Other,100000,24
CRT-03458,Established,US,334960,39
CRT-03459,Emerging,Other,1343,9
CRT-03460,Established,US,100000,109
CRT-03461,Growth,India,40427,23
CRT-03462,Established,US,100000,8
CRT-03463,Emerging,US,700,112
CRT-03464,Emerging,UK,354,32
CRT-03465,Growth,India,49000,77
CRT-03466,Established,India,153256,116
CRT-03467,Growth,India,27985,15
CRT-03468,Emerging,Canada,1708,43
CRT-03469,Emerging,India,2557,26
CRT-03470,Large,US,3225913,31
CRT-03471,Emerging,US,2542,108
CRT-03472,Emerging,Southeast Asia,1083,36
CRT-03473,Growth,Other,41214,28
CRT-03474,Emerging,US,792,14
CRT-03475,Growth,India,22004,91
CRT-03476,Emerging,India,391,41
CRT-03477,Established,Other,543525,9
CRT-03478,Established,US,109514,39
CRT-03479,Established,Canada,463467,105
CRT-03480,Growth,Canada,35194,34
CRT-03481,Emerging,India,1570,98
CRT-03482,Growth,Canada,32321,10
CRT-03483,Established,Southeast Asia,104908,41
CRT-03484,Growth,US,60040,72
CRT-03485,Growth,US,22452,1
CRT-03486,Growth,India,44642,83
CRT-03487,Growth,India,20503,120
CRT-03488,Growth,Canada,13151,85
CRT-03489,Emerging,UK,6546,98
CRT-03490,Growth,Other,19895,20
CRT-03491,Growth,Southeast Asia,33891,60
CRT-03492,Emerging,India,118,78
CRT-03493,Established,US,190506,54
CRT-03494,Growth,Canada,36389,107
CRT-03495,Emerging,US,1501,93
CRT-03496,Established,India,187435,118
CRT-03497,Growth,UK,24209,88
CRT-03498,Growth,Canada,41576,108
CRT-03499,Emerging,US,475,94
CRT-03500,Established,Southeast Asia,172467,17
CRT-03501,Emerging,US,4220,106
CRT-03502,Growth,Canada,12818,115
CRT-03503,Emerging,Canada,1230,78
CRT-03504,Growth,Canada,15496,39
CRT-03505,Growth,US,31272,51
CRT-03506,Growth,Southeast Asia,27351,4
CRT-03507,Growth,US,16781,2
CRT-03508,Established,India,201702,44
CRT-03509,Growth,Other,27802,39
CRT-03510,Emerging,US,822,37
CRT-03511,Large,Southeast Asia,1481256,27
CRT-03512,Growth,US,19457,82
CRT-03513,Large,Southeast Asia,1000000,46
CRT-03514,Large,Southeast Asia,3793658,119
CRT-03515,Established,India,407135,108
CRT-03516,Growth,UK,11213,88
CRT-03517,Growth,Other,49218,100
CRT-03518,Emerging,Other,1846,82
CRT-03519,Growth,Other,15505,26
CRT-03520,Growth,US,24231,21
CRT-03521,Growth,Other,18905,61
CRT-03522,Established,India,345930,87
CRT-03523,Emerging,US,642,65
CRT-03524,Emerging,India,7319,33
CRT-03525,Growth,US,48015,9
CRT-03526,Emerging,Canada,502,34
CRT-03527,Emerging,US,4967,108
CRT-03528,Emerging,Southeast Asia,2401,52
CRT-03529,Established,US,181611,110
CRT-03530,Growth,US,37717,108
CRT-03531,Emerging,Other,2806,18
CRT-03532,Emerging,Southeast Asia,730,27
CRT-03533,Growth,India,40842,65
CRT-03534,Emerging,Canada,947,108
CRT-03535,Growth,Other,40422,32
CRT-03536,Established,India,183166,60
CRT-03537,Emerging,US,598,49
CRT-03538,Growth,Other,36868,9
CRT-03539,Emerging,India,989,65
CRT-03540,Emerging,US,1515,81
CRT-03541,Established,US,254057,77
CRT-03542,Growth,US,56085,81
CRT-03543,Established,Other,153051,97
CRT-03544,Emerging,Other,679,116
CRT-03545,Emerging,Southeast Asia,4997,115
CRT-03546,Growth,UK,26946,39
CRT-03547,Growth,Other,20484,17
CRT-03548,Large,Southeast Asia,2555132,12
CRT-03549,Emerging,UK,1017,94
CRT-03550,Established,Other,169285,54
CRT-03551,Established,US,931176,60
CRT-03552,Growth,US,16415,34
CRT-03553,Emerging,Canada,423,32
CRT-03554,Growth,UK,49650,66
CRT-03555,Emerging,US,988,31
CRT-03556,Established,India,240736,69
CRT-03557,Growth,UK,37016,91
CRT-03558,Established,India,100000,42
CRT-03559,Growth,Other,47586,69
CRT-03560,Growth,Other,20319,115
CRT-03561,Growth,India,69524,93
CRT-03562,Growth,UK,18067,21
CRT-03563,Established,UK,508608,39
CRT-03564,Emerging,US,5417,27
CRT-03565,Large,India,1407537,64
CRT-03566,Established,India,177338,47
CRT-03567,Established,Other,164648,34
CRT-03568,Growth,Other,57516,65
CRT-03569,Established,US,221383,68
CRT-03570,Emerging,Other,2051,65
CRT-03571,Growth,Southeast Asia,25040,50
CRT-03572,Emerging,US,1954,85
CRT-03573,Emerging,India,2058,29
CRT-03574,Emerging,Other,830,11
CRT-03575,Emerging,India,5530,8
CRT-03576,Emerging,UK,1138,114
CRT-03577,Established,Southeast Asia,368795,33
CRT-03578,Emerging,Southeast Asia,488,7
CRT-03579,Growth,India,37873,16
CRT-03580,Emerging,India,3139,77
CRT-03581,Growth,Other,30728,38
CRT-03582,Established,India,379093,64
CRT-03583,Emerging,US,760,92
CRT-03584,Growth,India,34073,30
CRT-03585,Established,Canada,100000,24
CRT-03586,Established,India,217322,46
CRT-03587,Emerging,Canada,710,52
CRT-03588,Growth,US,25993,59
CRT-03589,Established,Southeast Asia,454768,105
CRT-03590,Emerging,Other,5379,7
CRT-03591,Established,Southeast Asia,100000,99
CRT-03592,Emerging,UK,3627,44
CRT-03593,Established,UK,460226,105
CRT-03594,Emerging,Canada,1736,50
CRT-03595,Emerging,India,3969,16
CRT-03596,Large,UK,1482908,60
CRT-03597,Established,India,146042,95
CRT-03598,Established,India,146421,58
CRT-03599,Large,India,3268239,6
CRT-03600,Emerging,India,1239,117
CRT-03601,Emerging,US,755,90
CRT-03602,Emerging,Canada,784,106
CRT-03603,Growth,Southeast Asia,26919,111
CRT-03604,Emerging,US,679,85
CRT-03605,Established,US,296861,59
CRT-03606,Emerging,Southeast Asia,3484,118
CRT-03607,Emerging,Southeast Asia,2919,2
CRT-03608,Emerging,Canada,9999,40
CRT-03609,Emerging,India,1860,45
CRT-03610,Emerging,Other,5198,37
CRT-03611,Growth,US,29492,19
CRT-03612,Emerging,Southeast Asia,1071,56
CRT-03613,Growth,India,28554,28
CRT-03614,Established,India,219657,82
CRT-03615,Growth,Other,25290,98
CRT-03616,Growth,Other,15658,85
CRT-03617,Emerging,US,611,74
CRT-03618,Emerging,US,3316,79
CRT-03619,Emerging,Other,2610,42
CRT-03620,Large,US,6886826,24
CRT-03621,Growth,Other,22106,37
CRT-03622,Emerging,US,907,27
CRT-03623,Growth,India,15144,67
CRT-03624,Established,US,374582,38
CRT-03625,Growth,Southeast Asia,17221,58
CRT-03626,Growth,US,26491,53
CRT-03627,Established,India,239889,78
CRT-03628,Growth,Other,12311,44
CRT-03629,Growth,US,39674,79
CRT-03630,Emerging,UK,3005,81
CRT-03631,Emerging,US,1671,63
CRT-03632,Large,Southeast Asia,1865874,81
CRT-03633,Growth,US,26472,32
CRT-03634,Emerging,UK,4105,39
